Date,SP500_ret,VIX,FEDFUNDS_d,CPI_yoy,UNRATE_d,M2_yoy,SENTIMENT_d,OIL_ret,GS10_d
2001-01-31,0.034050231409260966,3.0919511520830745,-0.41999999999999993,3.7212049616065945,0.30000000000000027,6.656525837689609,-3.700000000000003,0.06869342545986,-0.08000000000000007
2001-02-28,-0.09683114482086731,3.344627043629483,-0.4900000000000002,3.529411764705892,0.0,7.180243115640161,-4.1000000000000085,-0.04538924526031465,-0.0600000000000005
2001-03-31,-0.06635853454793589,3.354804320781287,-0.1800000000000006,2.9824561403508643,0.09999999999999964,7.70634802725132,0.9000000000000057,-0.03648952850279492,-0.20999999999999996
2001-04-30,0.07400701716559067,3.2378938127383554,-0.5099999999999998,3.2182562902282053,0.10000000000000053,7.787658878308656,-3.0999999999999943,0.07697508617857961,0.25
2001-05-31,0.005077276192499077,3.1197182263759906,-0.5899999999999999,3.5630841121495394,-0.10000000000000053,8.021952604243321,3.5999999999999943,-0.0031651160588952406,0.25
2001-06-30,-0.025354105491820707,2.9475918702062436,-0.23999999999999977,3.193960511033689,0.20000000000000018,8.515585721468067,0.5999999999999943,-0.07380997011968454,-0.10999999999999943
2001-07-31,-0.010798241319025235,3.0736188510285176,-0.20000000000000018,2.7214823393167498,0.09999999999999964,8.738755661302777,-0.19999999999998863,0.012436565041008563,-0.040000000000000036
2001-08-31,-0.06625562852916861,3.215670696980807,-0.1200000000000001,2.7214823393167498,0.3000000000000007,8.803817823425675,-0.9000000000000057,-0.0018744147943503039,-0.27000000000000046
2001-09-30,-0.08525663276941997,3.463546016284341,-0.5800000000000001,2.5921658986175045,0.09999999999999964,10.296177294447206,-9.700000000000003,-0.1283451859030416,-0.23999999999999932
2001-10-31,0.01793727226268294,3.513334922519476,-0.5799999999999996,2.127659574468077,0.2999999999999998,9.699669492743212,0.9000000000000057,-0.1004427830308452,-0.16000000000000014
2001-11-30,0.07248427993671071,3.171364848597648,-0.40000000000000036,1.894374282433997,0.20000000000000018,10.338542200012292,1.2000000000000028,-0.08564010492010768,0.08000000000000007
2001-12-31,0.007545296609037892,3.169685548621149,-0.2699999999999998,1.603665521191311,0.20000000000000018,10.408718240116887,4.8999999999999915,0.025369194125459005,0.4399999999999995
2002-01-31,-0.015696378592795636,3.0487990017257656,-0.09000000000000008,1.1958997722095743,0.0,9.694072273667697,4.200000000000003,-0.012604149718689122,-0.04999999999999982
2002-02-28,-0.020984861119793335,3.072230251594242,0.010000000000000009,1.1363636363636465,0.0,9.431931433127371,-2.299999999999997,0.09986599634018563,-0.1299999999999999
2002-03-31,0.036080106667215,2.8564701842969358,-0.010000000000000009,1.3628620102214661,0.0,8.418065736580749,5.0,0.1851488998305005,0.3700000000000001
